Year,Afghanistan,African Union**,Albania,Algeria,Angola,Anti-Castro rebels (Cuba)*,Argentina,Armas (Guatemala)*,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belgium,Belize,Benin,Biafra,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,China,Colombia,Congo,Contras (Nicaragua)*,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominican Republic,DR Congo,Ecuador,Egypt,El Salvador,Equatorial Guinea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Georgia,Germany (FRG),Ghana,Greece,Guatemala,Guinea,Guyana,Haiti,Haiti rebels*,Honduras,Hungary,India,Indonesia,Indonesia rebels*,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Libya GNC,Libya HoR,Lithuania,Luxembourg,Macedonia (FYROM),Madagascar,Malawi,Malaysia,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Morocco,Mujahedin (Afghanistan)*,Myanmar,Namibia,NATO**,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Korea,North Yemen,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Regional Security System**,Romania,Rwanda,Saint Kitts and Nevis,Saint Vincent,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Somalia,South Africa,South Korea,South Sudan,South Vietnam,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Syria rebels*,Taiwan,Tanzania,Thailand,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,UAE,Uganda,Ukraine,UNITA (Angola)*,United Kingdom,United Nations**,Unknown recipient(s),Uruguay,Uzbekistan,Venezuela,Viet Nam,Yemen,Yugoslavia,Zimbabwe,Total,Year
1996,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,46.0,0.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,10.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,4.0,0.0,0.0,769.0,4.0,0.0,0.0,0.0,0.0,344.0,3.0,0.0,0.0,164.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,77.0,149.0,0.0,813.0,75.0,0.0,0.0,1003.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,99.0,7.0,0.0,0.0,2.0,0.0,0.0,108.0,27.0,188.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,7.0,0.0,0.0,18.0,0.0,0.0,0.0,1407.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,1624.0,0.0,0.0,267.0,0.0,0.0,0.0,52.0,187.0,0.0,0.0,815.0,0.0,449.0,0.0,0.0,0.0,23.0,631.0,154.0,0.0,0.0,0.0,490.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10891.0,46
1997,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,35.0,34.0,0.0,0.0,198.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,25.0,18.0,131.0,16.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,6.0,0.0,105.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,64.0,0.0,0.0,0.0,43.0,895.0,0.0,0.0,4.0,37.0,0.0,391.0,82.0,0.0,0.0,61.0,0.0,651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.0,0.0,0.0,0.0,42.0,267.0,0.0,786.0,77.0,0.0,0.0,315.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,9.0,0.0,0.0,0.0,0.0,280.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,61.0,45.0,0.0,0.0,1.0,0.0,0.0,102.0,5.0,135.0,0.0,6.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1724.0,0.0,0.0,0.0,0.0,448.0,0.0,0.0,0.0,9.0,888.0,0.0,0.0,133.0,36.0,0.0,0.0,69.0,377.0,0.0,0.0,2958.0,0.0,386.0,0.0,0.0,0.0,25.0,1160.0,6.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14552.0,47
1998,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,18.0,36.0,0.0,0.0,4.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,17.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,6.0,0.0,6.0,458.0,2.0,0.0,0.0,0.0,0.0,536.0,139.0,0.0,0.0,543.0,0.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,1273.0,6.0,10.0,1443.0,248.0,0.0,0.0,19.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,13.0,0.0,0.0,0.0,0.0,0.0,73.0,12.0,25.0,0.0,0.0,0.0,0.0,12.0,31.0,0.0,6.0,1.0,0.0,44.0,0.0,0.0,0.0,2212.0,0.0,0.0,0.0,0.0,604.0,0.0,0.0,0.0,0.0,1182.0,0.0,0.0,21.0,6.0,0.0,0.0,150.0,431.0,0.0,0.0,2241.0,0.0,36.0,0.0,0.0,0.0,18.0,1617.0,21.0,0.0,0.0,0.0,514.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15728.0,48
1999,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,9.0,16.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,13.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,761.0,93.0,0.0,0.0,75.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,0.0,0.0,691.0,0.0,5.0,1204.0,6.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,243.0,40.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1512.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,18.0,1199.0,0.0,0.0,219.0,0.0,0.0,3.0,65.0,502.0,0.0,0.0,1702.0,0.0,45.0,0.0,0.0,0.0,10.0,1130.0,15.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,11568.0,49
2000,0.0,0.0,0.0,22.0,0.0,0.0,59.0,0.0,194.0,0.0,0.0,33.0,299.0,61.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,19.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,823.0,0.0,0.0,0.0,0.0,0.0,467.0,70.0,0.0,0.0,73.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,102.0,224.0,0.0,445.0,22.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,0.0,935.0,0.0,0.0,166.0,10.0,0.0,0.0,68.0,4.0,0.0,0.0,553.0,0.0,25.0,0.0,0.0,3.0,0.0,520.0,15.0,0.0,0.0,0.0,814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7605.0,50
2001,0.0,0.0,0.0,67.0,0.0,0.0,6.0,0.0,87.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,15.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,14.0,0.0,272.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,44.0,40.0,0.0,5.0,0.0,0.0,809.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,6.0,99.0,8.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,115.0,176.0,0.0,401.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,45.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,463.0,0.0,0.0,70.0,0.0,0.0,0.0,33.0,4.0,0.0,0.0,345.0,0.0,13.0,0.0,0.0,0.0,0.0,138.0,19.0,0.0,0.0,0.0,1253.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5693.0,51
2002,0.0,0.0,0.0,59.0,0.0,0.0,12.0,0.0,106.0,65.0,0.0,0.0,54.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,18.0,0.0,0.0,0.0,0.0,477.0,19.0,0.0,1.0,0.0,0.0,5.0,20.0,0.0,0.0,42.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,323.0,150.0,0.0,395.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,15.0,0.0,0.0,4.0,0.0,0.0,8.0,6.0,44.0,0.0,0.0,0.0,0.0,14.0,5.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,220.0,9.0,0.0,0.0,26.0,3.0,0.0,0.0,298.0,0.0,146.0,0.0,0.0,2.0,83.0,448.0,18.0,0.0,0.0,0.0,381.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4967.0,52
2003,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,165.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,0.0,8.0,0.0,0.0,345.0,10.0,0.0,11.0,0.0,0.0,0.0,17.0,0.0,0.0,22.0,0.0,1526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,104.0,478.0,0.0,415.0,102.0,0.0,0.0,21.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,48.0,0.0,0.0,12.0,0.0,0.0,14.0,4.0,24.0,0.0,0.0,0.0,0.0,22.0,3.0,14.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,593.0,0.0,0.0,186.0,3.0,0.0,0.0,26.0,0.0,0.0,0.0,111.0,0.0,126.0,0.0,0.0,0.0,1.0,232.0,36.0,0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5670.0,53
2004,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,35.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,89.0,0.0,828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,839.0,406.0,0.0,355.0,36.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,33.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,74.0,0.0,0.0,0.0,0.0,47.0,20.0,5.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,873.0,0.0,0.0,164.0,13.0,0.0,0.0,26.0,18.0,0.0,0.0,314.0,0.0,37.0,0.0,0.0,0.0,0.0,129.0,381.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6850.0,54
2005,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,101.0,0.0,0.0,3.0,63.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,0.0,0.0,0.0,4.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,56.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,43.0,0.0,1114.0,68.0,0.0,348.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,148.0,171.0,0.0,0.0,0.0,0.0,25.0,12.0,11.0,33.0,0.0,0.0,14.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,534.0,0.0,0.0,0.0,0.0,619.0,0.0,0.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,642.0,0.0,17.0,0.0,0.0,0.0,0.0,272.0,1260.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6777.0,55
2006,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,348.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,9.0,1.0,254.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,84.0,11.0,0.0,0.0,55.0,1.0,1110.0,22.0,0.0,412.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,284.0,109.0,0.0,0.0,0.0,0.0,22.0,13.0,346.0,43.0,0.0,0.0,3.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,14.0,1359.0,0.0,0.0,81.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,504.0,0.0,5.0,0.0,0.0,0.0,2.0,5.0,996.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7512.0,56
2007,22.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,574.0,0.0,0.0,0.0,26.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,409.0,0.0,0.0,81.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,396.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,89.0,17.0,0.0,0.0,150.0,3.0,809.0,42.0,3.0,489.0,164.0,6.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,16.0,395.0,0.0,0.0,0.0,0.0,0.0,13.0,850.0,58.0,0.0,0.0,22.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,30.0,1234.0,0.0,0.0,22.0,2.0,0.0,0.0,24.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,25.0,472.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7866.0,57
2008,78.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,320.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,5.0,0.0,0.0,0.0,0.0,359.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,2.0,269.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,281.0,3.0,663.0,43.0,2.0,661.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,119.0,71.0,303.0,0.0,0.0,0.0,0.0,0.0,10.0,481.0,88.0,0.0,0.0,2.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,11.0,1121.0,0.0,0.0,18.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,49.0,677.0,0.0,0.0,0.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6828.0,58
2009,280.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,610.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,30.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,1.0,82.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,319.0,0.0,924.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,311.0,0.0,134.0,14.0,0.0,578.0,15.0,3.0,0.0,1.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,3.0,0.0,0.0,0.0,420.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,2.0,146.0,0.0,5.0,0.0,0.0,2.0,0.0,87.0,90.0,280.0,0.0,32.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,760.0,0.0,0.0,0.0,9.0,209.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,394.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6912.0,59
2010,245.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,1389.0,0.0,1.0,0.0,68.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,10.0,197.0,0.0,0.0,132.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,249.0,0.0,0.0,0.0,0.0,0.0,9.0,51.0,1.0,0.0,255.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,54.0,0.0,0.0,0.0,343.0,0.0,41.0,30.0,1.0,348.0,6.0,0.0,0.0,37.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,2.0,1027.0,0.0,0.0,0.0,0.0,5.0,0.0,41.0,89.0,0.0,0.0,61.0,0.0,0.0,0.0,358.0,0.0,0.0,0.0,0.0,717.0,0.0,0.0,0.0,13.0,1220.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,0.0,7.0,11.0,153.0,0.0,0.0,0.0,311.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8063.0,60
2011,520.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,1004.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,0.0,3.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,39.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,47.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,203.0,0.0,0.0,0.0,397.0,0.0,59.0,231.0,0.0,276.0,24.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,90.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,54.0,0.0,0.0,81.0,0.0,269.0,0.0,0.0,0.0,1.0,2.0,60.0,16.0,89.0,150.0,0.0,42.0,0.0,0.0,0.0,397.0,2.0,0.0,0.0,0.0,482.0,0.0,0.0,0.0,16.0,1490.0,0.0,0.0,40.0,10.0,0.0,0.0,150.0,16.0,0.0,0.0,138.0,0.0,50.0,0.0,0.0,12.0,7.0,333.0,863.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,9087.0,61
2012,410.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,589.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,38.0,0.0,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,36.0,0.0,0.0,0.0,0.0,177.0,2.0,5.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,25.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,35.0,0.0,0.0,340.0,0.0,107.0,161.0,0.0,217.0,38.0,3.0,1.0,22.0,0.0,0.0,31.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,49.0,0.0,430.0,0.0,0.0,5.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,38.0,276.0,0.0,15.0,0.0,1.0,5.0,6.0,16.0,29.0,280.0,0.0,3.0,0.0,0.0,0.0,394.0,0.0,0.0,0.0,0.0,456.0,0.0,0.0,0.0,9.0,979.0,0.0,0.0,116.0,0.0,0.0,0.0,185.0,5.0,0.0,0.0,424.0,0.0,21.0,0.0,0.0,12.0,0.0,1009.0,923.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9122.0,62
2013,144.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,148.0,0.0,0.0,0.0,60.0,56.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,15.0,0.0,0.0,0.0,0.0,2.0,170.0,0.0,0.0,31.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,494.0,0.0,0.0,0.0,0.0,0.0,75.0,55.0,0.0,0.0,42.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,986.0,85.0,0.0,0.0,255.0,0.0,65.0,26.0,0.0,250.0,39.0,0.0,0.0,52.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,35.0,151.0,0.0,0.0,0.0,0.0,8.0,55.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,607.0,0.0,0.0,1.0,0.0,670.0,0.0,0.0,1.0,0.0,107.0,2.0,0.0,64.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,549.0,0.0,54.0,0.0,0.0,0.0,38.0,363.0,1063.0,0.0,0.0,0.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7660.0,63
